ID,Category,Price,Timestamp
1384,Clothing,288.24,2025-02-01 08:06:55
1385,Toys,168.91,2024-07-05 08:06:55
1386,Electronics,478.39,2024-06-27 08:06:55
1387,Clothing,491.59,2024-11-21 08:06:55
1388,Home,407.74,2025-02-23 08:06:55
1389,Clothing,170.16,2024-11-05 08:06:55
1390,Home,485.9,2025-02-06 08:06:55
1391,Electronics,230.47,2025-02-03 08:06:55
1392,Electronics,96.5,2025-03-17 08:06:55
1393,Clothing,88.2,2024-03-30 08:06:55
1394,Home,382.89,2024-07-29 08:06:55
1395,Electronics,223.89,2024-05-04 08:06:55
1396,Home,38.98,2025-01-06 08:06:55
1397,Toys,270.88,2024-07-20 08:06:55
1398,Books,284.8,2024-08-14 08:06:55
1399,Books,246.78,2024-11-16 08:06:55
1400,Home,407.19,2024-06-11 08:06:55
1401,Home,435.16,2024-10-31 08:06:55
1402,Toys,356.79,2025-01-04 08:06:55
1403,Books,406.73,2025-01-15 08:06:55
1404,Home,131.11,2024-09-18 08:06:55
1405,Books,141.3,2024-06-07 08:06:55
1406,Clothing,403.08,2025-02-14 08:06:55
1407,Home,454.33,2024-07-22 08:06:55
1408,Electronics,183.78,2024-12-18 08:06:55
1409,Home,382.93,2024-03-27 08:06:55
1410,Books,494.7,2024-08-10 08:06:55
1411,Clothing,314.89,2025-03-24 08:06:55
1412,Electronics,194.85,2024-11-26 08:06:55
1413,Toys,6.86,2025-01-29 08:06:55
1414,Clothing,136.73,2024-04-01 08:06:55
1415,Electronics,407.81,2024-07-24 08:06:55
1416,Books,223.97,2024-09-20 08:06:55
1417,Clothing,166.28,2024-04-29 08:06:55
1418,Home,396.01,2024-08-09 08:06:55
1419,Electronics,44.07,2024-04-23 08:06:55
1420,Home,13.78,2024-12-02 08:06:55
1421,Clothing,309.75,2024-03-31 08:06:55
1422,Books,479.13,2024-06-01 08:06:55
1423,Toys,419.52,2024-12-21 08:06:55
1424,Books,313.08,2024-12-07 08:06:55
1425,Books,426.66,2025-01-28 08:06:55
1426,Clothing,123.44,2024-08-16 08:06:55
1427,Toys,225.29,2024-04-28 08:06:55
1428,Electronics,285.61,2024-07-31 08:06:55
1429,Electronics,405.94,2025-03-19 08:06:55
1430,Clothing,93.77,2024-05-26 08:06:55
1431,Home,432.82,2025-03-07 08:06:55
1432,Home,252.06,2024-10-15 08:06:55
1433,Clothing,109.96,2024-04-25 08:06:55
1434,Home,241.8,2025-01-10 08:06:55
1435,Clothing,175.96,2024-10-04 08:06:55
1436,Toys,87.0,2024-05-08 08:06:55
1437,Toys,109.35,2024-08-10 08:06:55
1438,Books,446.79,2025-01-24 08:06:55
1439,Toys,168.66,2025-03-16 08:06:55
1440,Books,26.94,2024-11-11 08:06:55
1441,Toys,340.21,2024-05-12 08:06:55
1442,Home,402.44,2024-06-07 08:06:55
1443,Books,21.35,2024-08-03 08:06:55
1444,Books,319.02,2025-02-27 08:06:55
1445,Clothing,21.17,2024-10-27 08:06:55
1446,Electronics,473.23,2024-04-22 08:06:55
1447,Home,307.91,2025-01-15 08:06:55
1448,Clothing,491.53,2024-08-01 08:06:55
1449,Clothing,205.8,2024-11-16 08:06:55
1450,Home,137.43,2024-10-10 08:06:55
1451,Toys,157.06,2025-03-21 08:06:55
1452,Clothing,137.73,2024-06-29 08:06:55
1453,Electronics,486.58,2024-08-31 08:06:55
1454,Electronics,144.73,2024-12-24 08:06:55
1455,Toys,177.47,2024-07-11 08:06:55
1456,Home,109.43,2024-11-13 08:06:55
1457,Home,403.81,2024-07-02 08:06:55
1458,Clothing,257.94,2025-02-01 08:06:55
1459,Books,261.76,2025-01-30 08:06:55
1460,Clothing,273.63,2024-10-28 08:06:55
1461,Clothing,245.7,2025-02-07 08:06:55
1462,Clothing,323.28,2024-07-23 08:06:55
1463,Clothing,274.56,2024-04-07 08:06:55
1464,Home,188.02,2024-10-22 08:06:55
1465,Electronics,235.49,2024-06-26 08:06:55
1466,Clothing,329.34,2025-03-01 08:06:55
1467,Electronics,96.36,2025-02-07 08:06:55
1468,Toys,45.62,2024-11-16 08:06:55
1469,Electronics,179.46,2024-09-10 08:06:55
1470,Electronics,133.33,2024-12-16 08:06:55
1471,Home,254.66,2025-02-25 08:06:55
1472,Clothing,18.31,2025-02-26 08:06:55
1473,Clothing,403.56,2024-11-22 08:06:55
1474,Toys,174.64,2024-05-23 08:06:55
1475,Toys,85.99,2024-08-17 08:06:55
1476,Toys,161.02,2024-07-17 08:06:55
1477,Electronics,14.37,2024-09-19 08:06:55
1478,Electronics,444.36,2025-02-07 08:06:55
1479,Books,297.49,2024-08-03 08:06:55
1480,Home,420.89,2024-06-17 08:06:55
1481,Electronics,346.87,2024-11-18 08:06:55
1482,Books,392.19,2024-04-22 08:06:55
1483,Books,212.66,2024-10-25 08:06:55
1484,Books,459.58,2024-09-10 08:06:55
1485,Electronics,7.43,2024-06-08 08:06:55
1486,Home,95.74,2024-04-05 08:06:55
1487,Electronics,238.53,2025-01-20 08:06:55
1488,Toys,255.01,2024-10-16 08:06:55
1489,Toys,283.99,2024-10-15 08:06:55
1490,Toys,456.56,2024-10-08 08:06:55
1491,Clothing,268.72,2024-06-18 08:06:55
1492,Electronics,304.88,2025-01-02 08:06:55
1493,Toys,309.8,2024-05-12 08:06:55
1494,Toys,69.41,2024-05-05 08:06:55
1495,Books,444.28,2025-02-05 08:06:55
1496,Books,390.07,2024-12-11 08:06:55
1497,Home,317.7,2024-12-18 08:06:55
1498,Home,133.9,2024-12-21 08:06:55
1499,Clothing,157.74,2024-04-07 08:06:55
1500,Electronics,473.92,2024-04-15 08:06:55
1501,Clothing,18.26,2024-06-07 08:06:55
1502,Home,318.59,2024-11-20 08:06:55
1503,Toys,238.07,2024-05-02 08:06:55
1504,Clothing,388.3,2024-04-30 08:06:55
1505,Home,167.42,2024-04-13 08:06:55
1506,Home,228.27,2024-12-23 08:06:55
1507,Books,329.37,2024-06-18 08:06:55
1508,Books,274.08,2025-03-20 08:06:55
1509,Clothing,126.97,2024-04-19 08:06:55
1510,Electronics,62.22,2024-11-29 08:06:55
1511,Home,238.9,2024-08-13 08:06:55
1512,Clothing,221.78,2024-09-21 08:06:55
1513,Home,175.81,2024-05-04 08:06:55
1514,Toys,242.33,2024-04-26 08:06:55
1515,Books,458.83,2024-06-30 08:06:55
1516,Home,408.7,2024-12-22 08:06:55
1517,Toys,328.53,2024-10-15 08:06:55
1518,Toys,360.34,2024-07-27 08:06:55
1519,Books,448.88,2025-01-18 08:06:55
1520,Toys,476.33,2024-06-15 08:06:55
1521,Electronics,193.0,2025-02-22 08:06:55
1522,Home,435.96,2024-05-26 08:06:55
1523,Home,177.15,2025-02-05 08:06:55
1524,Electronics,177.4,2024-12-31 08:06:55
1525,Home,432.44,2025-01-01 08:06:55
1526,Books,295.95,2025-02-07 08:06:55
1527,Home,80.27,2024-10-09 08:06:55
1528,Clothing,424.38,2025-01-10 08:06:55
1529,Toys,430.14,2024-04-16 08:06:55
1530,Electronics,333.65,2025-02-16 08:06:55
1531,Books,467.49,2024-11-26 08:06:55
1532,Toys,354.34,2025-01-17 08:06:55
1533,Clothing,245.16,2024-09-07 08:06:55
1534,Clothing,321.28,2024-05-07 08:06:55
1535,Home,323.77,2024-07-05 08:06:55
1536,Clothing,484.4,2025-01-14 08:06:55
1537,Books,215.32,2024-11-23 08:06:55
1538,Books,486.97,2024-09-02 08:06:55
1539,Home,304.96,2024-12-17 08:06:55
1540,Electronics,473.3,2024-11-05 08:06:55
1541,Electronics,38.55,2024-10-07 08:06:55
1542,Electronics,8.61,2024-11-24 08:06:55
1543,Home,318.81,2024-04-19 08:06:55
1544,Clothing,225.16,2024-09-15 08:06:55
1545,Toys,423.95,2024-06-07 08:06:55
1546,Books,465.0,2024-12-23 08:06:55
1547,Clothing,124.62,2024-08-13 08:06:55
1548,Books,10.81,2024-04-28 08:06:55
1549,Home,103.93,2024-11-04 08:06:55
1550,Home,283.58,2025-01-29 08:06:55
1551,Home,39.15,2025-01-27 08:06:55
1552,Books,95.94,2024-10-30 08:06:55
1553,Clothing,55.64,2024-11-09 08:06:55
1554,Books,162.43,2024-07-28 08:06:55
1555,Books,11.01,2024-06-26 08:06:55
1556,Toys,450.94,2024-09-25 08:06:55
1557,Home,198.76,2025-01-18 08:06:55
1558,Home,88.12,2024-10-02 08:06:55
1559,Clothing,53.54,2024-09-14 08:06:55
1560,Books,264.36,2024-05-13 08:06:55
1561,Home,77.22,2024-10-19 08:06:55
1562,Electronics,224.12,2024-05-01 08:06:55
1563,Toys,192.12,2024-06-23 08:06:55
1564,Clothing,225.74,2024-12-19 08:06:55
1565,Books,356.08,2024-07-03 08:06:55
1566,Home,176.43,2024-09-06 08:06:55
1567,Electronics,172.6,2024-07-10 08:06:55
1568,Electronics,471.91,2024-10-17 08:06:55
1569,Home,244.87,2024-12-14 08:06:55
1570,Books,140.65,2024-09-07 08:06:55
1571,Electronics,57.96,2024-10-04 08:06:55
1572,Books,407.02,2024-05-27 08:06:55
1573,Home,162.12,2024-04-02 08:06:55
1574,Toys,342.34,2025-02-10 08:06:55
1575,Toys,437.16,2025-02-18 08:06:55
1576,Books,423.44,2024-09-10 08:06:55
1577,Books,191.96,2024-07-22 08:06:55
1578,Clothing,142.51,2025-01-17 08:06:55
1579,Clothing,247.07,2024-08-10 08:06:55
1580,Books,467.19,2024-07-25 08:06:55
1581,Toys,423.47,2024-12-28 08:06:55
1582,Home,461.79,2024-05-02 08:06:55
1583,Electronics,262.59,2025-01-09 08:06:55
1584,Electronics,54.0,2024-10-24 08:06:55
1585,Toys,75.43,2025-02-02 08:06:55
1586,Toys,293.36,2024-06-02 08:06:55
1587,Books,274.57,2024-12-12 08:06:55
1588,Clothing,418.89,2025-02-11 08:06:55
1589,Home,243.81,2024-04-17 08:06:55
1590,Toys,383.52,2024-09-16 08:06:55
1591,Books,321.53,2024-12-26 08:06:55
1592,Electronics,138.66,2024-07-28 08:06:55
1593,Clothing,93.86,2024-05-27 08:06:55
1594,Clothing,426.08,2024-11-14 08:06:55
1595,Clothing,49.19,2024-11-27 08:06:55
1596,Toys,67.33,2024-12-30 08:06:55
1597,Home,263.1,2024-06-29 08:06:55
1598,Clothing,201.16,2024-10-08 08:06:55
1599,Clothing,57.82,2024-06-01 08:06:55
1600,Electronics,419.08,2025-03-16 08:06:55
1601,Toys,66.24,2025-01-29 08:06:55
1602,Electronics,136.31,2024-10-20 08:06:55
1603,Home,437.4,2024-07-31 08:06:55
1604,Home,353.45,2024-11-02 08:06:55
1605,Toys,190.21,2024-07-28 08:06:55
1606,Home,163.11,2024-12-19 08:06:55
1607,Electronics,97.97,2024-04-17 08:06:55
1608,Toys,35.19,2024-09-28 08:06:55
1609,Clothing,41.49,2024-09-21 08:06:55
1610,Electronics,251.36,2024-09-26 08:06:55
1611,Home,376.46,2024-06-25 08:06:55
1612,Toys,72.93,2025-03-10 08:06:55
1613,Electronics,69.55,2024-10-06 08:06:55
1614,Clothing,361.5,2024-06-15 08:06:55
1615,Clothing,488.32,2024-07-19 08:06:55
1616,Clothing,94.7,2024-11-30 08:06:55
1617,Home,94.02,2024-10-29 08:06:55
1618,Home,217.24,2025-02-09 08:06:55
1619,Books,248.71,2024-08-11 08:06:55
1620,Home,105.61,2024-08-31 08:06:55
1621,Books,416.34,2024-12-05 08:06:55
1622,Books,421.64,2024-07-31 08:06:55
1623,Home,396.25,2024-05-16 08:06:55
1624,Toys,177.96,2024-09-18 08:06:55
1625,Clothing,81.74,2025-03-03 08:06:55
1626,Books,56.21,2025-02-26 08:06:55
1627,Toys,364.21,2024-07-07 08:06:55
1628,Books,471.94,2025-03-02 08:06:55
1629,Clothing,68.1,2024-12-25 08:06:55
1630,Home,97.09,2024-11-16 08:06:55
1631,Clothing,64.45,2025-02-06 08:06:55
1632,Books,37.56,2024-04-06 08:06:55
1633,Home,477.95,2024-10-20 08:06:55
1634,Clothing,63.82,2024-06-03 08:06:55
1635,Home,483.53,2025-02-18 08:06:55
1636,Home,351.39,2024-05-19 08:06:55
1637,Home,112.34,2024-08-13 08:06:55
1638,Clothing,167.79,2024-10-27 08:06:55
1639,Clothing,191.59,2024-08-01 08:06:55
1640,Home,431.31,2025-02-14 08:06:55
1641,Electronics,144.36,2025-01-07 08:06:55
1642,Toys,48.24,2025-01-05 08:06:55
1643,Electronics,401.38,2024-05-13 08:06:55
1644,Clothing,26.78,2024-09-06 08:06:55
1645,Clothing,395.38,2025-01-01 08:06:55
1646,Toys,313.87,2024-10-09 08:06:55
1647,Clothing,369.56,2024-11-11 08:06:55
1648,Electronics,393.89,2024-04-19 08:06:55
1649,Books,378.99,2024-06-16 08:06:55
1650,Books,11.65,2024-11-19 08:06:55
1651,Electronics,19.73,2024-09-20 08:06:55
1652,Books,273.09,2025-03-05 08:06:55
1653,Electronics,308.57,2025-03-02 08:06:55
1654,Electronics,342.3,2025-02-18 08:06:55
1655,Home,269.66,2024-09-18 08:06:55
1656,Home,10.72,2025-01-23 08:06:55
1657,Clothing,261.63,2025-01-28 08:06:55
1658,Books,450.96,2025-02-10 08:06:55
1659,Clothing,467.69,2024-10-17 08:06:55
1660,Home,398.12,2025-01-15 08:06:55
1661,Home,422.73,2025-02-13 08:06:55
1662,Clothing,485.79,2024-08-12 08:06:55
1663,Electronics,315.92,2024-06-10 08:06:55
1664,Home,54.9,2024-08-21 08:06:55
1665,Books,274.25,2024-03-28 08:06:55
1666,Home,151.24,2024-09-19 08:06:55
1667,Home,71.22,2025-02-25 08:06:55
1668,Electronics,472.83,2024-12-09 08:06:55
1669,Electronics,221.43,2024-08-24 08:06:55
1670,Home,57.72,2024-10-13 08:06:55
1671,Clothing,291.91,2024-08-23 08:06:55
1672,Books,152.33,2024-04-02 08:06:55
1673,Books,196.45,2024-08-22 08:06:55
1674,Clothing,470.38,2025-03-12 08:06:55
1675,Clothing,81.02,2024-05-20 08:06:55
1676,Electronics,305.61,2024-11-26 08:06:55
1677,Toys,278.59,2024-11-14 08:06:55
1678,Toys,325.76,2024-12-14 08:06:55
1679,Home,243.57,2025-02-17 08:06:55
1680,Books,353.41,2024-06-07 08:06:55
1681,Toys,93.03,2025-02-08 08:06:55
1682,Toys,335.33,2024-09-28 08:06:55
1683,Home,339.28,2025-03-10 08:06:55
1684,Home,144.67,2025-01-20 08:06:55
1685,Home,287.94,2025-03-16 08:06:55
1686,Home,499.01,2024-04-23 08:06:55
1687,Clothing,427.87,2025-01-29 08:06:55
1688,Clothing,176.96,2025-01-24 08:06:55
1689,Toys,154.49,2024-04-23 08:06:55
1690,Electronics,115.43,2024-11-12 08:06:55
1691,Electronics,55.41,2024-05-12 08:06:55
1692,Clothing,255.52,2025-01-08 08:06:55
1693,Home,425.12,2024-08-15 08:06:55
1694,Electronics,377.34,2025-03-04 08:06:55
1695,Electronics,398.91,2024-12-17 08:06:55
1696,Clothing,30.29,2025-01-27 08:06:55
1697,Books,112.7,2024-06-13 08:06:55
1698,Home,352.21,2024-07-22 08:06:55
1699,Toys,427.47,2024-03-28 08:06:55
1700,Home,107.44,2024-09-06 08:06:55
1701,Electronics,343.27,2025-03-22 08:06:55
1702,Toys,469.55,2025-02-24 08:06:55
1703,Home,132.59,2024-07-17 08:06:55
1704,Electronics,159.18,2024-05-04 08:06:55
1705,Toys,128.91,2024-03-26 08:06:55
1706,Home,176.25,2024-03-27 08:06:55
1707,Toys,478.28,2024-05-15 08:06:55
1708,Home,452.18,2024-07-16 08:06:55
1709,Books,154.92,2024-06-18 08:06:55
1710,Clothing,248.43,2024-11-15 08:06:55
1711,Home,370.97,2025-01-07 08:06:55
1712,Toys,184.03,2025-03-08 08:06:55
1713,Electronics,475.49,2024-05-27 08:06:55
1714,Books,39.68,2024-11-14 08:06:55
1715,Home,50.8,2024-11-08 08:06:55
1716,Clothing,94.76,2024-06-20 08:06:55
1717,Toys,336.54,2024-12-01 08:06:55
1718,Toys,150.61,2024-11-22 08:06:55
1719,Clothing,245.75,2024-03-27 08:06:55
1720,Clothing,455.32,2024-08-04 08:06:55
1721,Clothing,323.52,2024-10-17 08:06:55
1722,Home,367.57,2024-11-01 08:06:55
1723,Books,473.35,2024-11-28 08:06:55
1724,Electronics,155.76,2024-07-28 08:06:55
1725,Books,77.17,2025-02-06 08:06:55
1726,Books,413.59,2024-11-18 08:06:55
1727,Home,238.24,2024-10-17 08:06:55
1728,Books,328.76,2024-04-19 08:06:55
1729,Books,342.72,2024-11-01 08:06:55
1730,Clothing,227.2,2024-12-13 08:06:55
1731,Electronics,108.84,2025-01-18 08:06:55
1732,Books,396.17,2024-07-08 08:06:55
1733,Clothing,491.28,2024-09-15 08:06:55
1734,Toys,320.46,2024-12-18 08:06:55
1735,Toys,265.44,2024-09-12 08:06:55
1736,Clothing,119.79,2024-07-12 08:06:55
1737,Home,499.84,2024-04-04 08:06:55
1738,Home,94.12,2025-02-13 08:06:55
1739,Home,165.2,2024-10-22 08:06:55
1740,Toys,80.09,2024-08-05 08:06:55
1741,Toys,327.5,2025-03-04 08:06:55
1742,Electronics,482.13,2024-08-02 08:06:55
1743,Clothing,246.99,2024-10-08 08:06:55
1744,Books,190.39,2024-10-02 08:06:55
1745,Electronics,402.31,2024-04-16 08:06:55
1746,Toys,78.22,2024-05-24 08:06:55
1747,Home,415.66,2024-06-08 08:06:55
1748,Books,401.28,2024-10-02 08:06:55
1749,Clothing,330.63,2024-11-21 08:06:55
1750,Home,358.92,2024-07-28 08:06:55
1751,Electronics,329.22,2024-09-20 08:06:55
1752,Clothing,462.93,2024-11-04 08:06:55
1753,Home,315.17,2025-02-21 08:06:55
1754,Toys,373.11,2024-06-17 08:06:55
1755,Electronics,409.38,2024-11-26 08:06:55
1756,Home,434.68,2024-05-29 08:06:55
1757,Home,203.16,2024-11-23 08:06:55
1758,Toys,141.54,2025-01-04 08:06:55
1759,Books,132.19,2025-03-26 08:06:55
1760,Books,213.84,2024-06-10 08:06:55
1761,Toys,227.99,2024-09-28 08:06:55
1762,Electronics,94.56,2024-08-17 08:06:55
1763,Home,204.4,2024-05-01 08:06:55
1764,Home,272.47,2024-07-22 08:06:55
1765,Home,127.5,2024-05-24 08:06:55
1766,Toys,407.67,2024-10-19 08:06:55
1767,Electronics,242.99,2025-02-05 08:06:55
1768,Toys,322.88,2025-02-03 08:06:55
1769,Toys,5.72,2024-09-26 08:06:55
1770,Books,95.42,2024-06-13 08:06:55
1771,Electronics,259.14,2024-06-10 08:06:55
1772,Home,50.65,2024-08-01 08:06:55
1773,Electronics,482.04,2024-06-20 08:06:55
1774,Electronics,369.98,2025-01-19 08:06:55
1775,Toys,277.68,2024-07-20 08:06:55
1776,Toys,336.55,2024-06-16 08:06:55
1777,Toys,78.35,2025-03-03 08:06:55
1778,Clothing,324.85,2024-12-05 08:06:55
1779,Home,291.41,2025-01-18 08:06:55
1780,Home,304.06,2024-05-18 08:06:55
1781,Books,318.58,2024-05-29 08:06:55
1782,Toys,164.73,2024-12-01 08:06:55
1783,Home,151.33,2024-08-01 08:06:55
1784,Home,424.36,2024-10-29 08:06:55
1785,Home,308.81,2024-11-25 08:06:55
1786,Toys,385.77,2024-08-26 08:06:55
1787,Books,405.25,2025-02-11 08:06:55
1788,Home,234.47,2024-12-11 08:06:55
1789,Clothing,450.71,2025-01-30 08:06:55
1790,Electronics,215.99,2024-08-31 08:06:55
1791,Home,414.76,2025-01-18 08:06:55
1792,Home,485.66,2025-03-04 08:06:55
1793,Electronics,489.67,2025-01-23 08:06:55
1794,Clothing,367.23,2025-03-09 08:06:55
1795,Home,376.23,2025-01-27 08:06:55
1796,Books,53.73,2025-03-06 08:06:55
1797,Books,176.73,2024-10-12 08:06:55
1798,Clothing,336.22,2024-08-18 08:06:55
1799,Clothing,405.33,2024-10-16 08:06:55
1800,Home,316.9,2024-05-18 08:06:55
1801,Toys,65.76,2024-09-10 08:06:55
1802,Electronics,81.02,2025-02-07 08:06:55
1803,Toys,470.15,2025-03-04 08:06:55
1804,Clothing,298.47,2024-12-21 08:06:55
1805,Books,226.99,2025-01-30 08:06:55
1806,Books,131.42,2024-06-30 08:06:55
1807,Electronics,213.38,2025-02-09 08:06:55
1808,Books,278.33,2024-04-27 08:06:55
1809,Books,31.71,2024-05-13 08:06:55
1810,Clothing,188.77,2024-06-24 08:06:55
1811,Clothing,493.78,2024-06-23 08:06:55
1812,Home,480.55,2024-05-06 08:06:55
1813,Books,51.15,2024-07-17 08:06:55
1814,Toys,307.98,2024-06-19 08:06:55
1815,Clothing,474.33,2024-12-07 08:06:55
1816,Electronics,10.8,2024-10-17 08:06:55
1817,Home,373.26,2025-02-01 08:06:55
1818,Clothing,328.25,2024-07-01 08:06:55
1819,Toys,111.45,2024-06-23 08:06:55
1820,Books,368.96,2025-03-20 08:06:55
1821,Toys,245.26,2024-05-11 08:06:55
1822,Electronics,333.93,2024-08-26 08:06:55
1823,Electronics,306.92,2024-04-04 08:06:55
1824,Electronics,80.11,2024-05-02 08:06:55
1825,Electronics,151.42,2024-10-20 08:06:55
1826,Electronics,126.98,2024-11-13 08:06:55
1827,Clothing,275.92,2025-03-23 08:06:55
1828,Clothing,159.77,2024-12-22 08:06:55
1829,Books,422.46,2025-02-19 08:06:55
1830,Toys,29.78,2024-10-16 08:06:55
1831,Books,367.81,2024-10-25 08:06:55
1832,Home,322.08,2024-08-27 08:06:55
1833,Home,363.56,2024-07-30 08:06:55
1834,Electronics,282.94,2025-03-23 08:06:55
1835,Toys,430.94,2024-09-04 08:06:55
1836,Clothing,225.32,2024-10-25 08:06:55
1837,Electronics,436.16,2024-09-21 08:06:55
1838,Home,9.04,2024-04-05 08:06:55
1839,Toys,132.6,2025-02-15 08:06:55
1840,Home,313.01,2024-04-12 08:06:55
1841,Home,190.19,2024-04-11 08:06:55
1842,Clothing,190.21,2025-01-22 08:06:55
1843,Books,458.15,2024-08-27 08:06:55
1844,Electronics,455.95,2024-07-02 08:06:55
1845,Clothing,449.78,2024-06-03 08:06:55
1846,Clothing,176.22,2024-05-21 08:06:55
1847,Home,380.48,2024-08-14 08:06:55
1848,Home,467.97,2024-07-06 08:06:55
1849,Home,392.55,2024-04-19 08:06:55
1850,Electronics,293.01,2024-04-30 08:06:55
1851,Toys,489.85,2024-04-27 08:06:55
1852,Clothing,465.47,2025-01-29 08:06:55
1853,Electronics,239.16,2024-08-14 08:06:55
1854,Books,423.97,2024-05-27 08:06:55
1855,Books,96.69,2024-09-28 08:06:55
1856,Clothing,442.8,2024-05-10 08:06:55
1857,Toys,302.84,2024-10-30 08:06:55
1858,Home,251.76,2025-01-10 08:06:55
1859,Electronics,434.01,2025-03-26 08:06:55
1860,Books,152.17,2024-12-17 08:06:55
1861,Toys,490.28,2025-02-27 08:06:55
1862,Clothing,43.99,2024-07-11 08:06:55
1863,Electronics,235.22,2024-09-14 08:06:55
1864,Toys,278.36,2024-12-11 08:06:55
1865,Electronics,372.79,2024-11-25 08:06:55
1866,Electronics,456.89,2024-11-01 08:06:55
1867,Toys,435.76,2025-02-10 08:06:55
1868,Electronics,277.18,2024-10-01 08:06:55
1869,Toys,242.98,2024-04-05 08:06:55
1870,Electronics,33.94,2024-08-26 08:06:55
1871,Clothing,475.11,2024-09-07 08:06:55
1872,Books,354.39,2024-07-05 08:06:55
1873,Home,96.29,2024-07-21 08:06:55
1874,Books,428.18,2024-05-28 08:06:55
1875,Electronics,216.37,2025-02-23 08:06:55
1876,Books,75.07,2025-03-19 08:06:55
1877,Clothing,118.26,2024-10-12 08:06:55
1878,Home,412.82,2024-07-05 08:06:55
1879,Clothing,141.78,2024-05-11 08:06:55
1880,Clothing,186.77,2024-08-06 08:06:55
1881,Home,455.65,2024-09-06 08:06:55
1882,Electronics,464.05,2024-12-01 08:06:55
1883,Books,71.02,2025-02-25 08:06:55
1884,Home,267.87,2024-08-24 08:06:55
1885,Home,352.58,2024-07-30 08:06:55
1886,Books,89.01,2024-09-10 08:06:55
1887,Electronics,408.19,2024-10-06 08:06:55
1888,Books,485.8,2024-07-17 08:06:55
1889,Toys,433.63,2024-05-23 08:06:55
1890,Books,127.21,2025-02-01 08:06:55
1891,Home,348.16,2024-03-28 08:06:55
1892,Home,80.39,2024-05-12 08:06:55
1893,Home,301.19,2024-06-18 08:06:55
1894,Books,382.98,2025-03-04 08:06:55
1895,Clothing,90.71,2024-05-19 08:06:55
1896,Toys,131.23,2024-05-17 08:06:55
1897,Books,20.23,2024-05-25 08:06:55
1898,Electronics,193.54,2025-02-04 08:06:55
1899,Clothing,223.85,2024-10-17 08:06:55
1900,Electronics,326.5,2024-07-17 08:06:55
1901,Toys,111.31,2024-08-26 08:06:55
1902,Home,185.47,2025-02-19 08:06:55
1903,Toys,146.98,2025-02-02 08:06:55
1904,Electronics,294.55,2024-08-06 08:06:55
1905,Toys,451.77,2024-11-07 08:06:55
1906,Books,216.57,2024-06-18 08:06:55
1907,Books,131.12,2024-06-27 08:06:55
1908,Electronics,137.19,2025-03-24 08:06:55
1909,Toys,388.92,2024-11-26 08:06:55
1910,Electronics,38.05,2025-01-20 08:06:55
1911,Toys,77.61,2024-08-22 08:06:55
1912,Toys,75.54,2024-08-12 08:06:55
1913,Toys,172.79,2024-08-26 08:06:55
1914,Clothing,422.02,2024-05-27 08:06:55
1915,Home,269.19,2024-08-16 08:06:55
1916,Home,488.68,2025-03-14 08:06:55
1917,Books,18.01,2025-01-18 08:06:55
1918,Clothing,266.85,2024-08-30 08:06:55
1919,Home,463.33,2025-02-11 08:06:55
1920,Clothing,317.6,2024-07-10 08:06:55
1921,Books,22.94,2024-06-08 08:06:55
1922,Toys,48.39,2025-02-04 08:06:55
1923,Electronics,238.81,2024-06-26 08:06:55
1924,Clothing,316.75,2024-03-31 08:06:55
1925,Toys,280.49,2024-09-30 08:06:55
1926,Electronics,307.03,2025-02-27 08:06:55
1927,Toys,238.36,2025-01-07 08:06:55
1928,Electronics,96.76,2024-08-29 08:06:55
1929,Home,352.72,2024-07-07 08:06:55
1930,Electronics,177.6,2024-05-19 08:06:55
1931,Toys,398.68,2024-08-10 08:06:55
1932,Home,71.93,2025-01-03 08:06:55
1933,Home,344.18,2024-09-01 08:06:55
1934,Books,200.79,2024-11-22 08:06:55
1935,Books,389.62,2024-12-31 08:06:55
1936,Books,354.89,2025-03-18 08:06:55
1937,Home,268.3,2025-01-29 08:06:55
1938,Clothing,298.1,2024-07-13 08:06:55
1939,Clothing,487.99,2024-04-15 08:06:55
1940,Clothing,255.14,2024-04-11 08:06:55
1941,Home,359.13,2024-09-12 08:06:55
1942,Books,36.5,2024-05-23 08:06:55
1943,Clothing,66.66,2024-05-28 08:06:55
1944,Home,27.32,2024-12-27 08:06:55
1945,Toys,84.81,2025-02-07 08:06:55
1946,Books,69.96,2025-02-28 08:06:55
1947,Toys,40.27,2024-06-19 08:06:55
1948,Home,278.98,2024-12-06 08:06:55
1949,Electronics,425.74,2024-07-26 08:06:55
1950,Books,20.59,2024-07-07 08:06:55
1951,Clothing,240.34,2024-05-25 08:06:55
1952,Electronics,234.39,2024-05-27 08:06:55
1953,Home,9.51,2024-06-26 08:06:55
1954,Electronics,41.18,2024-04-13 08:06:55
1955,Toys,313.07,2024-04-21 08:06:55
1956,Home,448.3,2024-10-21 08:06:55
1957,Home,273.35,2024-10-30 08:06:55
1958,Toys,214.92,2024-12-11 08:06:55
1959,Toys,151.93,2025-03-19 08:06:55
1960,Home,85.83,2024-12-25 08:06:55
1961,Toys,12.27,2024-06-26 08:06:55
1962,Toys,270.44,2025-02-06 08:06:55
1963,Clothing,98.6,2024-10-11 08:06:55
1964,Toys,306.66,2024-06-12 08:06:55
1965,Books,420.89,2025-01-17 08:06:55
1966,Home,376.23,2024-08-15 08:06:55
